geneID   pR2_2pop    pr_2pop sR2_2pop sr_2pop   pR2_1pop    pr_1pop sR2_1pop    sr_1pop
ENSG00000260065.1 	 0.6191082105898272 	 0.7868342967803497 	 0.408069131731776 	 0.6388028895768835 	 0.6872939697034507 	 0.8290319473358376 	 0.416018343679876 	 0.6449948400412797
ENSG00000244752.2 	 0.642840884449849 	 0.8017735867748761 	 0.4366774983155508 	 0.6608157824352796 	 0.601377752675678 	 0.7754854948196509 	 0.37869832578529455 	 0.6153846973928541
ENSG00000185065.6 	 0.23265384888395185 	 0.48234204552780996 	 0.09649069556669554 	 0.3106295149638803 	 0.2209887294596006 	 0.47009438356525907 	 0.21316684295186075 	 0.4616999490490125
ENSG00000070371.11 	 0.007219865861800763 	 0.08496979381992621 	 0.008819322634273414 	 -0.09391124871001032 	 0.008055666585111343 	 -0.08975336531357114 	 0.007492260061919502 	 0.0865578422901097
ENSG00000206176.5 	 0.12225403861519239 	 0.34964845003973977 	 0.12035923547322366 	 0.34692828577852175 	 nan 	 5.233641528945916e-17 	 nan 	 nan
ENSG00000198477.3 	 0.012741157720365222 	 0.11287673684318317 	 0.011390222650673883 	 0.10672498606546586 	 nan 	 nan 	 nan 	 nan
ENSG00000100075.5 	 0.01059148673612256 	 0.10291494904105301 	 0.0024480880386140765 	 0.049478157186925185 	 0.01974481146943429 	 0.1405162320496614 	 0.08062435500515995 	 0.28394428151515916
ENSG00000237438.1 	 0.0005420485105354675 	 -0.023281935283293455 	 0.0043713716458891605 	 -0.06611634930854214 	 0.03646189538755094 	 -0.1909499813761471 	 0.015921381585743948 	 -0.12617995714749608
ENSG00000226287.3 	 0.056738776940516926 	 0.2381990280007812 	 0.03619816009352011 	 0.1902581406760828 	 0.14901666944432979 	 0.3860267729631325 	 0.14299108320067194 	 0.3781416179167164
ENSG00000099940.6 	 0.022903460072815036 	 0.1513388914747793 	 0.014362896861530985 	 0.11984530387766967 	 nan 	 nan 	 nan 	 nan
ENSG00000069998.8 	 0.054207934231070294 	 0.23282597413319317 	 0.030220880922028247 	 0.1738415396906857 	 0.07462410109953252 	 0.27317412230943944 	 0.07826630277953035 	 0.2797611530922947
ENSG00000243156.2 	 0.07520273457394995 	 0.2742311699532896 	 0.014715591952683734 	 0.1213078396175768 	 0.058753233794665884 	 0.2423906635880721 	 0.13938685264711434 	 0.37334548697836745
ENSG00000183307.3 	 0.07853297050623642 	 0.2802373467370764 	 0.13952528379772966 	 0.3735308337978669 	 nan 	 -1.3084103822364788e-16 	 nan 	 nan
